"","Lower CI","Point Estimate","Upper CI"
"9_1",0.52734375,0.828220858895706,1.26168224299065
"9_10",0.885714285714286,1.32478632478632,2.01298701298701
"9_11",0.853806228373702,1.12286689419795,1.45790251107829
"9_12",0.387883131166918,0.536945812807882,0.734006734006734
"9_13",0.587392550143267,0.911111111111111,1.3758389261745
"9_14",0.931771894093686,1.18677042801556,1.50741350906096
"9_15",0.49607124148769,0.657182512144344,0.871225207161142
"9_16",0.560416666666667,0.762039660056657,1.03861003861004
"9_17",0.356846473029046,0.50887573964497,0.716666666666667
"9_19",1.01604278074866,1.62393162393162,2.6027397260274
"9_2",0.672916666666667,1.00623052959502,1.45495495495495
"9_20",0.515789473684211,0.706306306306306,0.956156002146818
"9_21",0.429611650485437,0.570967741935484,0.748414376321353
"9_22",0.612745098039216,0.856164383561644,1.19047619047619
"9_23",0.502824858757062,0.723577235772358,1.07228915662651
"9_24",0.592857142857143,0.807785888077859,1.0957095709571
"9_25",0.532374100719424,0.74,1.02777777777778
"9_26",0.731494920174166,1.17757009345794,1.83958450308815
"9_27",0.565789473684211,0.727272727272727,0.924793496217719
"9_28",0.607645875251509,0.822888283378747,1.11439114391144
"9_29",0.626373626373626,0.988439306358382,1.55454545454545
"9_30",0.534129692832764,0.701793721973094,0.920588235294118
"9_31",0.565161759671346,0.877300613496933,1.34905660377358
"9_32",0.434286792176884,0.641509433962264,0.918918918918919
"9_4",0.544401544401544,0.792134831460674,1.15573770491803
"9_5",0.572008113590264,0.836795252225519,1.23684210526316
"9_7",0.458494957331265,0.614345114345114,0.825418994413408
"9_8",1.22492401215805,1.58349705304519,2.03535353535354
"9_9",0.773063580375472,0.970747562296858,1.20434159683932
