"","X2.5..3..12mo_high","X50..3..12mo_high","X97.5..3..12mo_high","X2.5..3..12mo_low","X50..3..12mo_low","X97.5..3..12mo_low","X2.5..3..12mo_medium","X50..3..12mo_medium","X97.5..3..12mo_medium","X2.5..3..24mo_high","X50..3..24mo_high","X97.5..3..24mo_high","X2.5..3..24mo_low","X50..3..24mo_low","X97.5..3..24mo_low","X2.5..3..24mo_medium","X50..3..24mo_medium","X97.5..3..24mo_medium","X2.5..3..60mo_high","X50..3..60mo_high","X97.5..3..60mo_high","X2.5..3..60mo_low","X50..3..60mo_low","X97.5..3..60mo_low","X2.5..3..60mo_medium","X50..3..60mo_medium","X97.5..3..60mo_medium"
"1",0.859437751004016,1,1.17906336088154,0.741444866920152,0.902777777777778,1.12068965517241,0.830827067669173,0.973568281938326,1.16315789473684,0.861263736263736,0.98740157480315,1.13793103448276,0.831395348837209,0.966216216216216,1.1304347826087,0.825641025641026,0.955489614243323,1.11815294715447,0.905163329820864,1.04121212121212,1.2064606741573,0.849411764705882,0.967828418230563,1.1141975308642,0.847599164926931,0.966666666666667,1.10626702997275
"2",0.88933601609658,1.03634374553331,1.21428571428571,0.760617760617761,0.920560747663551,1.1453488372093,0.823754789272031,0.964125560538117,1.15591397849462,0.900414937759336,1.03169572107765,1.18579234972678,0.844117647058824,0.979522184300341,1.15261044176707,0.836787564766839,0.97583081570997,1.14539007092199,0.936507936507937,1.08190709046455,1.25176803394625,0.860138734832443,0.981081081081081,1.13084112149533,0.889596602972399,1.01452784503632,1.16388888888889
"3",0.845841784989858,0.990498812351544,1.16155988857939,0.766536964980545,0.933649289099526,1.16568047337278,0.763779527559055,0.906542056074766,1.09604519774011,0.872727272727273,1.0032154340836,1.15555555555556,0.838805970149254,0.979094076655052,1.15637860082305,0.813829787234043,0.950310559006211,1.12087912087912,0.90212631232459,1.04548327189498,1.21770682148041,0.850356294536817,0.980821917808219,1.12933753943218,0.872017353579176,0.997518610421836,1.15186246418338
"4",0.761316872427984,0.889423076923077,1.05113636363636,0.694117647058824,0.850961538461538,1.06626506024096,0.827309236947791,0.980952380952381,1.18390804597701,0.799431009957326,0.921311475409836,1.06439393939394,0.793939393939394,0.932384341637011,1.10084033613445,0.896739130434783,1.04761904761905,1.23595505617978,0.833333333333333,0.964240102171137,1.12686567164179,0.780722891566265,0.9,1.04516129032258,0.925274725274725,1.06582278481013,1.23099415204678
"5",0.790890269151139,0.927184466019418,1.09142857142857,0.660079051383399,0.818627450980392,1.02453987730061,0.807377049180328,0.965686274509804,1.18674698795181,0.804878048780488,0.930348258706468,1.07884615384615,0.753086419753086,0.887272727272727,1.06086956521739,0.886740331491713,1.04560260586319,1.23938223938224,0.838146282499204,0.977864583333333,1.14307458143075,0.719512195121951,0.830985915492958,0.967213114754098,0.921875,1.06443298969072,1.23283582089552
"6",0.769230769230769,0.906862745098039,1.07246376811594,0.628,0.781094527363184,0.987421383647799,0.83402489626556,1.005,1.24074074074074,0.799709724238026,0.924496644295302,1.07198443579767,0.73186119873817,0.865671641791045,1.04504504504505,0.890140845070423,1.04983388704319,1.25396825396825,0.833333333333333,0.977542932628798,1.14728682170543,0.696296296296296,0.803418803418803,0.94314381270903,0.927385184843168,1.07068062827225,1.2469512195122
"7",0.781512605042017,0.920792079207921,1.09734513274336,0.617886178861789,0.775510204081633,0.993464052287582,0.915254237288136,1.11340206185567,1.37579617834395,0.825,0.955706984667802,1.10869565217391,0.726688102893891,0.872586872586873,1.05607476635514,0.954022988505747,1.13310580204778,1.35510204081633,0.872997711670481,1.03108108108108,1.21496815286624,0.703241895261845,0.815028901734104,0.955932203389831,0.983908045977012,1.13829787234043,1.32919254658385
"8",0.808016877637131,0.9575,1.13988095238095,0.634854771784232,0.801047120418848,1.03378378378378,0.821739130434783,1,1.25165562913907,0.852646896890257,0.987931034482759,1.15524193548387,0.743421052631579,0.896825396825397,1.09708737864078,0.882633422510333,1.05244755244755,1.27004219409283,0.876887340301974,1.04137931034483,1.23770491803279,0.708542713567839,0.824561403508772,0.969072164948454,0.916083916083916,1.06216216216216,1.24761904761905
"9",0.824152542372881,0.979848866498741,1.16467065868263,0.659751037344398,0.841269841269841,1.08904109589041,0.832599118942731,1.01069518716578,1.26,0.873323397913562,1.02090592334495,1.19836400817996,0.760797342192691,0.923387096774194,1.145,0.905604719764012,1.08480565371025,1.31196581196581,0.91725768321513,1.08835904628331,1.29549248747913,0.731645569620253,0.85,1,0.932242990654206,1.08423913043478,1.27884615384615
"10",0.785562632696391,0.936708860759494,1.12121212121212,0.698744769874477,0.893048128342246,1.15972222222222,0.837004405286344,1.02702702702703,1.28378378378378,0.846385542168675,0.98943661971831,1.16121712608867,0.775167785234899,0.94672131147541,1.17258883248731,0.895522388059702,1.07142857142857,1.30434782608696,0.902967008566599,1.07254623044097,1.27796610169492,0.732323232323232,0.855457227138643,1.01045296167247,0.901176470588235,1.04931506849315,1.23948220064725
"11",0.769230769230769,0.913705583756345,1.09090909090909,0.760504201680672,0.973118279569892,1.26573426573427,0.752212389380531,0.92896174863388,1.15646258503401,0.834094368340944,0.97508896797153,1.15368421052632,0.796610169491525,0.97713520055325,1.21134020618557,0.795180722891566,0.956521739130435,1.16299559471366,0.909975669099757,1.08248914616498,1.29636048526863,0.707379134860051,0.827380952380952,0.972027972027972,0.808962264150943,0.944903581267218,1.11372705063666
"12",0.778969957081545,0.923664122137405,1.10334346504559,0.786610878661088,1.01075268817204,1.32394366197183,0.756637168141593,0.929347826086957,1.16326530612245,0.856269113149847,1.00538599640934,1.1864406779661,0.852666966665108,1.0418410041841,1.296875,0.788519637462236,0.945652173913043,1.14977973568282,0.981684981684982,1.17543859649123,1.41058828970493,0.758269720101781,0.886904761904762,1.04929577464789,0.787735849056604,0.917582417582418,1.08099388475602
"13",0.72258064516129,0.861538461538462,1.03067484662577,0.69620253164557,0.906593406593407,1.19565217391304,0.731277533039648,0.897297297297297,1.12162162162162,0.833075734157651,0.974683544303797,1.14931512310244,0.802768166089965,0.987234042553191,1.23404255319149,0.755287009063444,0.909090909090909,1.11111111111111,0.959158415841584,1.14985163204748,1.39138240574506,0.735897435897436,0.856716417910448,1.01413427561837,0.781176470588235,0.912087912087912,1.07792207792208
"14",0.748387096774194,0.892307692307692,1.07076923076923,0.695278969957081,0.905027932960894,1.2,0.846491228070175,1.03763440860215,1.28688255033557,0.853395061728395,1.0018115942029,1.18162393162393,0.81184668989547,1.00431034482759,1.25945945945946,0.843373493975904,1.01083032490975,1.22820542545792,0.963975155279503,1.16341829085457,1.40579710144928,0.740359897172236,0.864864864864865,1.02127659574468,0.842352941176471,0.980821917808219,1.15857605177994
"15",0.794372294372294,0.948320413436692,1.13271604938272,0.652173913043478,0.857142857142857,1.15384615384615,0.838427947598253,1.02127659574468,1.28,0.90077519379845,1.05444646098004,1.24678111587983,0.819787985865724,1.01754385964912,1.28176795580111,0.846385542168675,1.01079136690647,1.23245614035088,1.01381909547739,1.22458270106222,1.48892988929889,0.782383419689119,0.915151515151515,1.0863309352518,0.854117647058824,0.997252747252747,1.17857142857143
"16",0.765217391304348,0.914285714285714,1.09316770186335,0.616740088105727,0.818713450292398,1.11111111111111,0.878260869565217,1.07446808510638,1.33774834437086,0.866666666666667,1.02007299270073,1.19957081545064,0.758992805755396,0.946188340807175,1.20571428571429,0.841791044776119,1.01438848920863,1.23684210526316,0.95280612244898,1.15277777777778,1.40413533834586,0.725848563968668,0.855384615384615,1.02583025830258,0.887058823529412,1.03571428571429,1.22801302931596
"17",0.789130434782609,0.941635825314582,1.1274169907703,0.709821428571429,0.940828402366864,1.28225806451613,0.913419913419913,1.11640211640212,1.38815789473684,0.847826086956522,0.998171846435101,1.1741935483871,0.823104693140794,1.03636363636364,1.32558139534884,0.850746268656716,1.02150537634409,1.24454148471616,0.936987923677776,1.13728549141966,1.38863767720829,0.759162303664921,0.897832817337461,1.07806691449814,0.879432624113475,1.02479338842975,1.20779220779221
