"","X2.5..3..12mo_high","X50..3..12mo_high","X97.5..3..12mo_high","X2.5..3..12mo_low","X50..3..12mo_low","X97.5..3..12mo_low","X2.5..3..12mo_medium","X50..3..12mo_medium","X97.5..3..12mo_medium","X2.5..3..24mo_high","X50..3..24mo_high","X97.5..3..24mo_high","X2.5..3..24mo_low","X50..3..24mo_low","X97.5..3..24mo_low","X2.5..3..24mo_medium","X50..3..24mo_medium","X97.5..3..24mo_medium","X2.5..3..60mo_high","X50..3..60mo_high","X97.5..3..60mo_high","X2.5..3..60mo_low","X50..3..60mo_low","X97.5..3..60mo_low","X2.5..3..60mo_medium","X50..3..60mo_medium","X97.5..3..60mo_medium"
"1",0.869918699186992,1.01904761904762,1.20224719101124,0.686619718309859,0.870535714285714,1.12068965517241,0.85,1,1.19459459459459,0.898280802292264,1.00642054574639,1.13793103448276,0.750656167979003,0.905063291139241,1.11284046692607,0.845144356955381,0.981707317073171,1.15827338129496,0.91675560298826,1.04374240583232,1.19471488178025,0.793406593406593,0.928020565552699,1.09063444108761,0.851153039832285,0.968973747016706,1.10928961748634
"2",0.880478087649402,1.03271028037383,1.22437673130194,0.70863309352518,0.899543378995434,1.16568047337278,0.826923076923077,0.977272727272727,1.17486338797814,0.918194640338505,1.03169572107765,1.16666666666667,0.74934725848564,0.911111111111111,1.12549019607843,0.847769028871391,0.987767584097859,1.17028985507246,0.935517970401691,1.06755126658625,1.22068965517241,0.804878048780488,0.942857142857143,1.11349693251534,0.889596602972399,1.01452784503632,1.16713091922006
"3",0.835671342685371,0.985815602836879,1.17464788732394,0.76953125,0.985,1.29605263157895,0.76984126984127,0.915094339622642,1.10243019480519,0.88135593220339,0.996805111821086,1.1304860727531,0.76566757493188,0.939799331103679,1.16115702479339,0.84297520661157,0.983922829581994,1.17241379310345,0.887830687830688,1.02192448233861,1.16852367688022,0.817351598173516,0.964959568733154,1.15121823462296,0.87964989059081,1.01005025125628,1.16860465116279
"4",0.758196721311475,0.900243309002433,1.08187134502924,0.740585774058577,0.956756756756757,1.26428571428571,0.798449612403101,0.953703703703704,1.15083798882682,0.818019764903016,0.93046357615894,1.05838041431262,0.748571428571429,0.925795053003534,1.14912280701754,0.904109589041096,1.06451612903226,1.27413127413127,0.826039387308534,0.95088161209068,1.09420289855072,0.76056338028169,0.902506963788301,1.08724832214765,0.935555555555556,1.076726342711,1.24556213017751
"5",0.797494780793319,0.952618453865337,1.14714714714715,0.726086956521739,0.943502824858757,1.25563909774436,0.788,0.942583732057416,1.1453488372093,0.828625279408112,0.946037099494098,1.08510638297872,0.71976401179941,0.897058823529412,1.12962962962963,0.906779661016949,1.07357859531773,1.28915662650602,0.835372636262514,0.962820512820513,1.11424332344214,0.707434052757794,0.842857142857143,1.02076124567474,0.949425287356322,1.09840425531915,1.27863777089783
"6",0.793991416309013,0.948717948717949,1.14551083591331,0.668085106382979,0.877094972067039,1.17164179104478,0.803919920318725,0.966346153846154,1.18235294117647,0.833585476550681,0.954939341421144,1.09760956175299,0.694558941817857,0.87218045112782,1.09433962264151,0.910662824207493,1.07849829351536,1.30041152263374,0.831460674157303,0.961038961038961,1.1144578313253,0.684424586849715,0.817391304347826,0.993045463594285,0.948955916473318,1.0994623655914,1.28213166144201
"7",0.815789473684211,0.978947368421053,1.19230769230769,0.644067796610169,0.858757062146893,1.16030534351145,0.892561983471074,1.08,1.33333333333333,0.861718109468209,0.992920353982301,1.14723926380368,0.70404984423676,0.886274509803922,1.1356783919598,0.965116279069767,1.14878892733564,1.39495798319328,0.872,1.0132802124834,1.17928902627512,0.699751861042184,0.836795252225519,1.02919708029197,1.00234192037471,1.16939890710383,1.37620578778135
"8",0.849223946784922,1.02956989247312,1.25986842105263,0.65948275862069,0.884393063583815,1.21428571428571,0.804255319148936,0.974226804123711,1.21153846153846,0.898083984576214,1.03804347826087,1.20125786163522,0.736096598840899,0.926229508196721,1.18947368421053,0.903903903903904,1.08664259927798,1.32599118942731,0.876887340301974,1.0258152173913,1.1984126984127,0.736292428198433,0.886792452830189,1.09727626459144,0.940191387559809,1.10084033613445,1.30132450331126
"9",0.876076905557243,1.06575342465753,1.31418918918919,0.676595744680851,0.913793103448276,1.26190476190476,0.807692307692308,0.989528795811518,1.24342105263158,0.931637519872814,1.07918968692449,1.25751072961373,0.731629392971246,0.930894308943089,1.19895287958115,0.935975609756098,1.13284132841328,1.38914027149321,0.910771428099665,1.07034482758621,1.25769854132901,0.748704663212435,0.908805031446541,1.12451361867704,0.973170731707317,1.14655172413793,1.36189133433073
"10",0.838954812694308,1.02777777777778,1.27147766323024,0.716738197424893,0.976608187134503,1.34677419354839,0.84070796460177,1.03260869565217,1.3013698630137,0.907915993537964,1.05639097744361,1.22975929978118,0.752442996742671,0.9625,1.24864864864865,0.949292217386096,1.15163572060124,1.4219702098849,0.904076738609113,1.06346967559944,1.25876460767947,0.757180156657963,0.923566878980892,1.15079365079365,0.962311557788945,1.13988095238095,1.35815602836879
