"","ITS Lower CI","ITS Point Estimate","ITS Upper CI"
"0",0.740970058438867,0.847770374216709,0.989865359770032
"1",0.61369531508047,0.707426160766464,0.81219660002482
"2",0.691699236527366,0.803599897819425,0.99860716409686
"3",0.759498534600204,0.852491644765726,0.904374510077788
"4",0.741763043863013,0.798145178771559,0.850340549780955
"5",0.793874629050069,0.860461576514013,0.932956093856241
"6",0.905507623624159,0.986708250462096,1.04479042592317
"7",0.861976502269833,0.969560376731387,1.13770281589217
"8",0.900756046084372,0.984837269811363,1.08578444134593
"9",0.697282040800278,0.775538019716592,0.8291269054946
